Student ID   Student Name          Program Name                                             Module Name                                       Grades  Finishing Date  Needs to Repeat Class  
S0000000055   Matthew Morgan        level 7 Diploma in Networking & Systems Security         Network Security Principles                       48      2022-05-16      N                     
S0000000055   Matthew Morgan        level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           84      2022-05-16      N                     
S0000000055   Matthew Morgan        level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   82      2022-05-16      N                     
S0000000055   Matthew Morgan        level 7 Diploma in Networking & Systems Security         Wireless Network Security                         77      2022-05-16      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     63      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Agile Software Development                        83      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Cloud Computing                                   65      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Database Systems                                  49      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Mobile Application Development                    95      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       99      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Project Management for Software Development       68      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            76      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         65      2025-08-09      N                     
S0000000056   Harper Hayes          Level 7 Diploma in Applied Software Development          Web Development Technologies                      71      2025-08-09      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             50      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        86      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            74      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  68      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       65      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    61      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           96      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              40      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 69      2025-07-21      N                     
S0000000057   Julian Ramirez        Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       61      2025-07-21      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                91      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         64      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        42      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               73      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        94      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  71      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Predictive Modeling and Machine Learning          76      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Spatial Data Analysis                             93      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Text Analytics and Natural Language Processing    87      2025-03-27      N                     
S0000000058   Aubrey Reed           level 8 Higher Diploma in Data Analytics for Business    Time Series Analysis and Forecasting              69      2025-03-27      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Advanced Machine Learning                         60      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        AI Ethics and Responsible AI                      48      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        AI for Robotics and Autonomous Systems            94      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Automated Planning and Scheduling                 75      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Computer Vision                                   99      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Deep Learning and Neural Networks                 95      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Generative Adversarial Networks (GANs)            95      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Knowledge Representation and Reasoning            91      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Natural Language Processing                       56      2025-03-19      N                     
S0000000059   Jonathan Peterson     level 8 Higher Diploma in Artificial Intelligence        Reinforcement Learning                            57      2025-03-19      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Advanced Programming Techniques                   96      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Artificial Intelligence and Machine Learning      81      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Computer Networks and Communication               79      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Cybersecurity and Information Assurance           87      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Data Analytics and Visualization                  76      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Database Systems and Management                   40      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Distributed Systems and Cloud Computing           89      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Mobile Application Development                    78      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Software Engineering Principles                   50      2021-11-22      N                     
S0000000060   Bella Gonzales        level 8 Higher Diploma in Computing                      Web Development and Technologies                  85      2021-11-22      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Advanced Data Analytics Algorithms                93      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Big Data Technologies and Platforms               67      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Data Mining Techniques                            76      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Data Visualization and Exploration                50      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Foundations of Data Analytics                     90      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Machine Learning and Predictive Modeling          76      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Statistical Methods for Data Analysis             93      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Text Analytics and Natural Language Processing    99      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Time Series Analysis and Forecasting              96      2023-01-10      N                     
S0000000061   David Garcia          MSc in Data Analytics                                    Web Analytics and Social Media Analytics          88      2023-01-10      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Advanced Algorithms and Data Structures           45      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Advanced Programming Paradigms                    87      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Artificial Intelligence and Machine Learning      83      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Bioinformatics and Computational Biology          98      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Computer Graphics and Visualization               83      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Cybersecurity and Information Assurance           74      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Distributed Systems and Cloud Computing           81      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 High-Performance Computing                        56      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Natural Language Processing                       89      2024-06-02      N                     
S0000000062   Hannah Wright         Level 8 Computer Science                                 Quantum Computing                                 76      2024-06-02      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Cloud Security                                    58      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Cryptography and Encryption                       93      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Cyber Threat Intelligence                         47      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Cybersecurity Fundamentals                        58      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Identity and Access Management                    69      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Incident Response and Forensics                   55      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Mobile Security                                   97      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Network Security                                  65      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Secure Software Development                       85      2022-11-29      N                     
S0000000063   Caleb Hall            Master of Science in Cybersecurity                       Web and Application Security                      81      2022-11-29      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Cryptography and Encryption                       59      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Ethical Hacking and Penetration Testing           84      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Firewall Management and Configuration             48      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Intrusion Detection and Prevention Systems        67      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Network Fundamentals                              62      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Network Routing and Switching                     88      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Network Security Principles                       82      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           75      2024-04-25      N                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   35      2024-04-25      Y                     
S0000000064   Zoe Stewart           level 7 Diploma in Networking & Systems Security         Wireless Network Security                         92      2024-04-25      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     98      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Agile Software Development                        71      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Cloud Computing                                   99      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Database Systems                                  85      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Mobile Application Development                    63      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       83      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Project Management for Software Development       76      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            50      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         49      2023-06-09      N                     
S0000000065   Oliver Scott          Level 7 Diploma in Applied Software Development          Web Development Technologies                      65      2023-06-09      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             69      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        68      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            65      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  74      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       72      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    55      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           61      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              94      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 86      2023-08-20      N                     
S0000000066   Stella Long           Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       40      2023-08-20      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                87      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         91      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        93      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               74      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        93      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  94      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Predictive Modeling and Machine Learning          87      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Spatial Data Analysis                             73      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Text Analytics and Natural Language Processing    42      2021-10-08      N                     
S0000000067   Tyler Diaz            level 8 Higher Diploma in Data Analytics for Business    Time Series Analysis and Forecasting              76      2021-10-08      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Advanced Machine Learning                         83      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        AI Ethics and Responsible AI                      95      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        AI for Robotics and Autonomous Systems            57      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Automated Planning and Scheduling                 99      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Computer Vision                                   97      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Deep Learning and Neural Networks                 91      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Generative Adversarial Networks (GANs)            60      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Knowledge Representation and Reasoning            56      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Natural Language Processing                       75      2021-11-25      N                     
S0000000068   Layla Foster          level 8 Higher Diploma in Artificial Intelligence        Reinforcement Learning                            62      2021-11-25      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Advanced Programming Techniques                   90      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Artificial Intelligence and Machine Learning      96      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Computer Networks and Communication               87      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Cybersecurity and Information Assurance           86      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Data Analytics and Visualization                  50      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Database Systems and Management                   78      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Distributed Systems and Cloud Computing           54      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Mobile Application Development                    89      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Software Engineering Principles                   85      2023-09-21      N                     
S0000000069   Evan Russell          level 8 Higher Diploma in Computing                      Web Development and Technologies                  40      2023-09-21      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Advanced Data Analytics Algorithms                93      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Big Data Technologies and Platforms               99      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Data Mining Techniques                            68      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Data Visualization and Exploration                90      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Foundations of Data Analytics                     65      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Machine Learning and Predictive Modeling          96      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Statistical Methods for Data Analysis             99      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Text Analytics and Natural Language Processing    76      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Time Series Analysis and Forecasting              76      2021-11-09      N                     
S0000000070   Ellie Bryant          MSc in Data Analytics                                    Web Analytics and Social Media Analytics          67      2021-11-09      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Advanced Algorithms and Data Structures           50      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Advanced Programming Paradigms                    61      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Artificial Intelligence and Machine Learning      76      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Bioinformatics and Computational Biology          56      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Computer Graphics and Visualization               45      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Cybersecurity and Information Assurance           81      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Distributed Systems and Cloud Computing           89      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 High-Performance Computing                        90      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Natural Language Processing                       83      2024-07-16      N                     
S0000000071   Dylan Flores          Level 8 Computer Science                                 Quantum Computing                                 87      2024-07-16      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Cloud Security                                    93      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Cryptography and Encryption                       97      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Cyber Threat Intelligence                         71      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Cybersecurity Fundamentals                        69      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Identity and Access Management                    55      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Incident Response and Forensics                   45      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Mobile Security                                   47      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Network Security                                  58      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Secure Software Development                       58      2024-09-23      N                     
S0000000072   Addison Turner        Master of Science in Cybersecurity                       Web and Application Security                      65      2024-09-23      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Cryptography and Encryption                       94      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Ethical Hacking and Penetration Testing           75      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Firewall Management and Configuration             82      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Intrusion Detection and Prevention Systems        88      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Network Fundamentals                              48      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Network Routing and Switching                     48      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Network Security Principles                       35      2025-07-06      Y                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Secure Network Design and Configuration           77      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Virtual Private Networks (VPNs)                   59      2025-07-06      N                     
S0000000073   Samuel Howard         level 7 Diploma in Networking & Systems Security         Wireless Network Security                         62      2025-07-06      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Advanced Software Engineering                     76      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Agile Software Development                        65      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Cloud Computing                                   83      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Database Systems                                  79      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Mobile Application Development                    98      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Object-Oriented Programming                       71      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Project Management for Software Development       50      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Software Testing and Quality Assurance            95      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          User Interface and User Experience Design         85      2022-11-10      N                     
S0000000074   Natalie Sanchez       Level 7 Diploma in Applied Software Development          Web Development Technologies                      49      2022-11-10      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Big Data Technologies                             86      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Business Intelligence and Data Warehousing        74      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Data Mining Techniques                            72      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Data Visualization and Reporting                  65      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Database Management and SQL                       88      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Introduction to Data Analytics                    93      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Machine Learning for Business Analytics           55      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Predictive Analytics                              96      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Statistical Analysis for Business                 68      2024-08-02      N                     
S0000000075   Luke Washington       Level 7 Diploma in Data Analytics for Business           Text Mining and Natural Language Processing       94      2024-08-02      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Advanced Data Analytics Techniques                74      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Advanced Data Visualization and Reporting         87      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Advanced Statistical Analysis for Business        73      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Big Data Analytics and Technologies               98      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Data Warehousing and Business Intelligence        64      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Deep Learning for Data Analytics                  93      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Predictive Modeling and Machine Learning          42      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Spatial Data Analysis                             74      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Text Analytics and Natural Language Processing    93      2023-01-26      N                     
S0000000076   Lily Powell           level 8 Higher Diploma in Data Analytics for Business    Time Series Analysis and Forecasting              87      2023-01-26      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Advanced Machine Learning                         81      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        AI Ethics and Responsible AI                      91      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        AI for Robotics and Autonomous Systems            62      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Automated Planning and Scheduling                 97      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Computer Vision                                   69      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Deep Learning and Neural Networks                 56      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Generative Adversarial Networks (GANs)            83      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Knowledge Representation and Reasoning            75      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Natural Language Processing                       99      2024-07-19      N                     
S0000000077   Brandon Clark         level 8 Higher Diploma in Artificial Intelligence        Reinforcement Learning                            95      2024-07-19      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Advanced Programming Techniques                   67      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Artificial Intelligence and Machine Learning      90      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Computer Networks and Communication               86      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Cybersecurity and Information Assurance           81      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Data Analytics and Visualization                  85      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Database Systems and Management                   89      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Distributed Systems and Cloud Computing           84      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Mobile Application Development                    54      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Software Engineering Principles                   40      2024-07-01      N                     
S0000000078   Grace Taylor          level 8 Higher Diploma in Computing                      Web Development and Technologies                  78      2024-07-01      N                     
S0000000079   Jordan Young          MSc in Data Analytics                                    Advanced Data Analytics Algorithms                99      2024-02-10      N                     
S0000000079   Jordan Young          MSc in Data Analytics                                    Big Data Technologies and Platforms               50      2024-02-10      N                     
S0000000079   Jordan Young          MSc in Data Analytics                                    Data Mining Techniques                            76      2024-02-10      N                     
